고객ID,성별,연령,서비스기간,단선횟수,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화횟수,국내통화시간_분,총통화시간_분,통화량구분,총통화요금,부과요금,통화품질불만,이탈여부
C119250,남,26,16.333333,0,542,1230,149,250.8,9,78,325.248635,700,1558.8,1884.048635,중고,129.67048,279.67048,F,이탈
C119270,여,30,50.3,1,766,1189.199999,23,380.699999,5,48,468.143762,794,1617.899998,2086.04376,중고,176.696515,326.696515,F,유지
C119290,여,36,13.066667,1,753,1707.599999,79,216,16,34.800001,638.95467,848,1958.4,2597.35467,고,262.670225,412.670225,F,유지
C119300,남,37,18.433333,0,497,809.4,29,237,92,161.4,313.475779,618,1207.8,1521.275779,중,94.69409,244.69409,F,유지
C119310,여,45,41.8,2,794,1293,49,358.8,1,64.8,385.471583,844,1716.6,2102.071583,중고,160.927487,310.927487,F,유지
C119320,여,32,40.533333,2,601,978.6,162,502.8,19,116,180.358131,782,1597.4,1777.758131,중고,86.150209,236.150209,F,유지
C119330,여,46,49.3,1,740,1426.199999,172,314.1,25,57.599999,573.824035,937,1797.899998,2371.724033,중고,225.756682,375.756682,F,유지
C119340,남,49,47.466667,0,875,2370,125,581.4,4,38.4,550.330868,1004,2989.8,3540.130868,고,325.527551,475.527551,F,유지
C119360,여,44,41.433333,2,1256,2045.4,77,122.4,20,77.5,635.189594,1353,2245.3,2880.489594,고,290.433703,440.433703,F,유지
C119370,여,27,29.633333,1,281,639,8,385.799999,19,30,183.618455,308,1054.799999,1238.418454,중,55.085537,205.085537,F,유지
C119380,여,49,52,1,305,693.6,19,369.299999,1,62.4,219.509225,325,1125.299999,1344.809224,중,65.852767,215.852768,F,유지
C119390,여,51,51.633333,5,953,1500.600001,167,293.399999,7,87.5,441.090373,1127,1881.5,2322.590373,중고,193.578803,343.578803,F,이탈
C119430,여,31,55.033333,2,620,1410.6,8,26.100001,57,126.5,218.12143,685,1563.200001,1781.321431,중고,99.983645,249.983645,F,유지
C119470,여,49,38.666667,0,328,747.599999,93,355.8,3,33,204.667693,424,1136.399999,1341.067692,중,61.400308,211.400308,F,유지
C119490,여,40,12.133333,2,820,1479,8,224.7,60,100.8,546.907731,888,1804.5,2351.407731,중고,219.070262,369.070262,F,유지
C119520,남,32,23.633333,2,541,1232.400001,323,548.7,9,20.400001,525.424213,873,1801.500002,2326.924215,중고,208.276469,358.276469,F,유지
C119530,남,26,50.966667,0,1003,1532.399999,18,59.7,19,63,252.813783,1040,1655.099999,1907.913782,중고,119.667204,269.667204,F,유지
C119540,남,44,47.433333,8,452,1030.8,340,682.8,23,35.400001,293.843183,815,1749.000001,2042.843184,중고,131.781034,281.781034,F,유지
C119580,여,27,13.1,1,388,1049.4,97,231.9,9,17.4,326.65672,494,1298.7,1625.35672,중고,106.919688,256.919688,F,유지
C119590,남,32,17.033333,0,789,1518.6,250,384,3,14.4,556.118383,1042,1917,2473.118383,중고,231.084998,381.084998,F,유지
C119610,여,55,54.733333,2,947,1444.8,130,378.9,1,4.8,530.168462,1078,1828.5,2358.668462,중고,215.306187,365.306187,F,이탈
C119660,남,29,38.5,1,619,1416,258,482.1,14,33.6,614.037952,891,1931.7,2545.737952,중고,247.614401,397.614401,F,유지
C119680,여,59,35.8,0,347,796.2,109,347.699999,16,37.8,288.397623,472,1181.699999,1470.097622,중,86.519287,236.519287,F,유지
C119700,여,36,12.2,0,650,1489.199999,123,351.3,14,95.4,354.897315,787,1935.899999,2290.797314,중고,171.568918,321.568918,F,이탈
C119730,남,26,12.133333,2,808,1461,16,213.3,2,16.2,308.37729,826,1690.5,1998.87729,중고,138.233706,288.233706,F,유지
C119750,여,36,31,9,522,1197,229,410.399999,30,82.2,317.725128,781,1689.599999,2007.325127,중고,137.140436,287.140436,F,유지
C119770,여,58,51.4,1,327,591.599999,189,445.500001,1,36,223.397825,517,1073.1,1296.497825,중,67.019348,217.019348,F,이탈
C122640,여,32,25.166667,2,534,986.4,223,452.4,1,7.2,263.019134,758,1446,1709.019134,중고,99.59628,249.59628,F,이탈
C122670,여,31,41.733333,1,934,1723.799999,0,0,22,66.6,460.249238,956,1790.399999,2250.649237,중고,196.016675,346.016675,F,유지
C122710,남,61,28.633333,2,1458,2400,81,611.4,13,59.4,651.773012,1552,3070.8,3722.573012,고,362.178586,512.178586,F,유지
C122720,여,29,37.066667,1,914,1688.399999,135,589.799999,32,98.399999,466.087101,1081,2376.599997,2842.687098,고,240.45053,390.45053,F,유지
C122750,여,48,28.366667,11,574,1390.800001,25,218.399999,18,70.800001,211.967016,617,1680.000001,1891.967017,중고,107.458676,257.458676,F,유지
C122810,여,27,56.433333,1,470,806.399999,128,325.5,1,17.5,346.727891,599,1149.399999,1496.12789,중,104.018367,254.018367,F,유지
C122830,여,55,40.866667,2,390,945,48,172.200001,0,0,386.315296,438,1117.200001,1503.515297,중,115.894589,265.894589,F,유지
C122840,여,33,53.266667,1,709,1216.2,92,480,27,106.2,391.451444,828,1802.4,2193.851444,중고,167.879415,317.879415,F,유지
C122890,여,34,54,1,569,1151.399999,0,0,31,59.399999,254.068418,600,1210.799998,1464.868416,중,77.274034,227.274034,F,유지
C122900,남,38,45.4,7,870,1608.6,63,342,37,60.6,333.195291,970,2011.2,2344.395291,고,172.959327,322.959327,F,유지
C122940,여,39,32.033333,1,281,683.399999,223,405.300001,33,85.199999,202.684491,537,1173.899999,1376.58449,중,60.805347,210.805347,F,유지
C123000,여,51,30.166667,1,492,1194.600001,224,431.399999,25,55.800001,307.535815,741,1681.800001,1989.335816,중고,133.462122,283.462122,F,유지
C123010,여,32,37.7,0,665,1615.799999,12,420.299999,56,88.200001,294.788683,733,2124.299999,2419.088682,고,169.803983,319.803983,F,이탈
C123040,남,37,37.366667,0,656,1124.400001,12,351.300001,1,22,254.639624,669,1497.700002,1752.339626,중고,102.451818,252.451818,F,유지
C123060,여,28,20.966667,1,803,1486.199999,3,260.7,16,40.5,503.544733,822,1787.399999,2290.944732,중고,204.854195,354.854195,F,유지
C123100,여,28,13,0,559,1065,45,265.8,42,72,313.240486,646,1402.8,1716.040486,중고,111.810392,261.810392,F,유지
C123120,여,28,52.733333,1,460,853.199999,91,182.699999,2,50.4,221.167768,553,1086.299998,1307.467766,중,66.35033,216.35033,F,이탈
C123140,여,36,34.633333,0,953,1488,19,259.5,49,131.4,248.41596,1021,1878.9,2127.31596,중고,135.352624,285.352624,F,이탈
C123150,여,29,53.9,0,881,1632,34,433.499999,23,79.8,641.576114,938,2145.299999,2786.876113,고,275.693868,425.693868,F,이탈
C123170,여,36,52.033333,6,877,1625.399999,5,105.900001,34,63,262.330746,916,1794.3,2056.630746,중고,135.332109,285.332109,F,이탈
C123180,남,34,16.566667,0,313,764.4,160,368.1,3,88.2,251.125487,476,1220.7,1471.825487,중,77.020761,227.020761,F,유지
C123200,여,38,17.933333,2,679,1293.6,114,434.4,26,66.6,432.77304,819,1794.6,2227.37304,중고,180.992163,330.992163,F,이탈
C123210,여,54,16.366667,10,345,904.2,9,83.1,14,30,271.572911,368,1017.3,1288.872911,중,81.471873,231.471873,F,유지
C123220,여,38,49.566667,0,616,1015.8,161,349.500001,17,46,240.901911,794,1411.300001,1652.201912,중고,90.439858,240.439858,F,유지
C123230,여,43,40.233333,9,348,850.8,81,148.2,2,12,201.662318,431,1011,1212.662318,중,60.498695,210.498695,F,유지
C123240,여,33,19.833333,1,474,1158.599999,331,570.599999,4,53,284.487069,809,1782.199998,2066.687067,중고,133.380397,283.380397,F,유지
C123250,남,27,34.1,8,1019,1743,157,279.9,1,8.4,569.576098,1177,2031.3,2600.876098,고,248.103558,398.103558,F,유지
C123260,남,38,38.733333,1,550,1440,133,321.899999,14,30,203.112442,697,1791.899999,1995.012441,중고,114.311756,264.311756,F,유지
C123280,남,37,15.733333,2,936,1462.199999,63,367.5,0,0,525.53527,999,1829.699999,2355.235269,중고,214.306737,364.306737,F,유지
C123290,남,41,18.633333,1,534,848.400001,9,499.5,8,15.599999,212.721942,551,1363.5,1576.221942,중고,77.078249,227.078249,F,유지
C123310,남,27,42.933333,1,481,1176.599999,422,650.1,6,12,410.019533,909,1838.699999,2248.719532,중고,175.376342,325.376342,F,유지
C123340,여,44,36.666667,3,555,867.600001,70,121.5,6,24.5,182.734387,631,1013.600001,1196.334388,중,54.820316,204.820316,F,유지
C123350,남,33,52.066667,0,1326,2034.6,27,301.499999,7,34,288.486891,1360,2370.099999,2658.58689,고,195.27438,345.27438,F,유지
C123370,남,42,27.1,1,747,1826.399999,2,84.9,6,55,586.916564,755,1966.299999,2553.216563,고,249.978901,399.978901,F,이탈
C123380,여,46,23.5,2,661,1091.4,3,398.4,0,0,201.442579,664,1489.8,1691.242579,중고,85.53788,235.53788,F,이탈
C123400,남,26,44.066667,1,466,1141.2,74,187.2,12,81.6,379.047985,552,1410,1789.047985,중고,132.712693,282.712693,F,유지
C123420,남,39,21.966667,1,339,628.800001,244,446.399999,7,28.199999,243.785163,590,1103.399999,1347.185162,중,73.135549,223.135549,F,유지
C123430,남,27,11.8,0,940,1744.200001,29,287.1,22,51,236.428062,991,2082.300001,2318.728063,고,151.995531,301.995531,F,이탈
C123440,남,28,53.966667,0,387,949.2,233,461.699999,15,98,368.464567,635,1508.899999,1877.364566,중고,135.700318,285.700318,F,유지
C123460,남,34,25.2,5,222,544.799999,211,401.4,14,82.200001,290.734929,447,1028.4,1319.134929,중,87.220479,237.220479,F,이탈
C123480,여,31,21.5,1,596,907.200001,41,303.900001,0,0,221.78008,637,1211.100002,1432.880082,중,67.504759,217.504759,F,이탈
C123490,여,31,14.566667,9,846,1411.200001,237,572.1,44,86.4,641.250765,1127,2069.700001,2710.950766,고,265.509953,415.509953,F,유지
C123560,여,41,20.6,1,660,1101,8,246.6,5,38.4,290.84047,673,1386,1676.84047,중고,103.939803,253.939803,F,유지
C123570,남,27,46.766667,0,846,1297.200001,264,432.3,15,50,494.562239,1125,1779.500001,2274.06224,중고,198.465543,348.465543,F,이탈
C123610,여,47,55.566667,2,1206,1884.6,63,504.300001,18,64.2,618.105288,1287,2453.100001,3071.205289,고,296.221442,446.221442,F,유지
C123660,여,50,40.7,2,584,1434.599999,196,301.2,1,27.5,214.343919,781,1763.299999,1977.643918,중고,115.382886,265.382886,F,유지
C123670,남,30,51.633333,0,393,967.2,0,0,1,24.5,187.697977,394,991.7,1179.397977,중,56.309393,206.309393,F,유지
C123680,남,26,54.133333,2,473,1164,153,340.2,1,4.8,337.456095,627,1509,1846.456095,중고,128.604522,278.604522,F,유지
C123700,남,31,53.633333,1,504,1240.799999,40,66,39,69.599998,293.760523,583,1376.399997,1670.16052,중고,104.899229,254.899229,F,이탈
C123720,남,26,57.466667,2,294,724.8,173,612,22,37,333.426252,489,1373.8,1707.226252,중고,113.302613,263.302613,F,이탈
C123730,여,32,13.066667,0,469,938.399999,38,115.500001,2,36.6,293.365406,509,1090.5,1383.865406,중,88.009622,238.009622,F,유지
C123740,여,31,42.433333,1,416,1024.199999,223,516,20,116.400001,485.698719,659,1656.6,2142.298719,중고,182.65436,332.65436,F,유지
C123770,남,35,55.366667,9,435,1072.800001,264,678.899999,2,12,214.854153,701,1763.7,1978.554153,중고,109.785243,259.785243,F,이탈
C123790,여,57,36.466667,1,587,1092.599999,33,257.7,58,174.599999,443.246667,678,1524.899998,1968.146665,중고,160.85864,310.85864,F,유지
C123800,남,30,24.2,1,424,1044.6,67,358.5,46,134.4,305.598711,537,1537.5,1843.098711,중고,120.019735,270.019735,F,유지
C123820,남,32,37.266667,3,568,864.6,257,403.2,28,70.8,272.845437,853,1338.6,1611.445437,중고,93.259709,243.259709,F,이탈
C123850,여,37,35.3,2,356,565.799999,209,495.599999,4,18,216.860891,569,1079.399998,1296.260889,중,65.058267,215.058267,F,유지
C123940,남,30,21.333333,3,551,1360.2,89,674.7,5,74.4,621.612327,645,2109.3,2730.912327,고,261.267189,411.267189,F,유지
C123980,여,26,28.433333,2,568,1405.2,88,154.8,54,88.2,410.464618,710,1648.2,2058.664618,중고,164.655399,314.655399,F,유지
C124020,여,29,47.133333,1,610,1135.800001,31,108,6,42,231.613519,647,1285.800001,1517.41352,중고,77.563589,227.563589,F,유지
C124040,남,65,51.266667,2,544,1014,247,405.3,29,60,457.479185,820,1479.3,1936.779185,중고,160.781195,310.781195,F,이탈
C124060,여,43,27.7,2,635,1081.8,289,539.4,16,32.4,428.962599,940,1653.6,2082.562599,중고,166.20624,316.20624,F,유지
C124090,남,42,24.9,2,906,1510.2,223,338.4,3,5.5,436.19758,1132,1854.1,2290.29758,중고,190.203124,340.203124,F,유지
C124100,여,31,12.333333,1,727,1203,25,61.199999,16,43.199999,311.767128,768,1307.399998,1619.167126,중고,103.841327,253.841327,F,유지
C124120,남,50,22.866667,2,491,1216.200001,28,61.500001,15,50.400001,325.451176,534,1328.100003,1653.551179,중고,109.905695,259.905695,F,유지
C124130,여,34,16.566667,1,916,2271,89,357.300001,14,55.5,320.292074,1019,2683.800001,3004.092075,고,233.056328,383.056328,F,유지
C124160,남,30,47.166667,0,224,556.2,106,520.8,2,6,262.171802,332,1083,1345.171802,중,78.651541,228.651541,F,이탈
C124200,남,29,17.566667,0,284,706.2,146,403.8,32,81.599999,301.31409,462,1191.599999,1492.914089,중,90.394227,240.394227,F,유지
C124230,남,28,15.4,3,555,919.199999,79,401.699999,19,37.800001,307.812602,653,1358.699999,1666.512601,중고,105.647038,255.647038,F,유지
C124240,남,55,35.166667,2,1014,1724.4,186,436.8,5,100.8,651.78215,1205,2262,2913.78215,고,289.114592,439.114592,F,이탈
C124250,남,37,36.8,10,372,925.8,16,118.8,14,102,355.306031,402,1146.6,1501.906031,중,106.591809,256.591809,F,유지
C124260,여,29,46.2,9,1554,2430,63,252.3,24,48.5,383.517929,1641,2730.8,3114.317929,고,259.704431,409.704431,F,유지
C124280,남,32,18.5,1,503,1250.400002,52,398.400002,5,27,211.690256,560,1675.800004,1887.49026,중고,105.048012,255.048012,F,유지
C124320,남,34,57.666667,1,552,913.799999,31,124.799999,11,30,267.080209,594,1068.599998,1335.680207,중,80.124063,230.124063,F,유지
C124330,남,35,27.5,1,433,809.400001,160,304.200001,5,13,211.037653,598,1126.600002,1337.637655,중,63.311296,213.311296,F,이탈
C124360,여,41,40.933333,0,463,724.800001,151,367.199999,1,140,258.872274,615,1232,1490.872274,중,80.202981,230.202981,F,유지
C124390,여,59,44,2,526,1042.200001,67,399,6,17.400001,220.316175,599,1458.600002,1678.916177,중고,88.263606,238.263606,F,유지
C124400,남,34,52.466667,3,432,821.4,31,143.099999,12,43.200001,267.193539,475,1007.7,1274.893539,중,80.158062,230.158062,F,이탈
C124410,남,37,28.433333,0,754,1431.6,110,531.3,24,88.5,267.93787,888,2051.4,2319.33787,고,152.659469,302.659469,F,유지
C124430,남,32,10.8,1,906,1692,25,134.699999,7,86.4,623.000263,938,1913.099999,2536.100262,중고,254.089374,404.089374,F,유지
C124440,남,32,28.933333,1,354,882.6,288,509.4,11,103.799999,315.14617,653,1495.799999,1810.946169,중고,118.060722,268.060722,F,유지
C124450,여,35,45.433333,2,674,1279.8,77,519,5,49.8,358.869976,756,1848.6,2207.469976,중고,162.542531,312.542531,F,유지
C124470,여,26,55.1,2,424,1058.4,68,212.4,8,16.199999,254.862547,500,1286.999999,1541.862546,중고,84.386107,234.386107,F,유지
C125400,여,39,32.633333,9,905,1377.6,0,0,14,22.800001,379.356774,919,1400.400001,1779.756775,중고,133.683896,283.683896,F,유지
C125410,남,35,10.266667,2,475,1201.2,384,580.500001,9,25,201.296296,868,1806.700001,2007.996297,중고,110.892374,260.892374,F,유지
C125420,남,37,23.433333,1,431,1230,500,783.9,4,11.4,417.200552,935,2025.3,2442.500552,고,191.48612,341.48612,F,유지
C125430,남,33,23.233333,2,537,850.2,43,227.1,4,34.8,268.085098,584,1112.1,1380.185098,중,80.425529,230.425529,F,유지
C125470,남,57,44.033333,0,839,1576.8,152,259.2,1,60,224.879707,992,1896,2120.879707,중고,131.205178,281.205178,F,유지
C125480,남,40,16.333333,2,467,915,296,460.8,52,82.8,408.535755,815,1458.6,1867.135755,중고,143.601895,293.601895,F,유지
C125490,남,46,50.8,0,483,1375.799998,159,310.500001,1,9.6,291.6517,643,1695.899999,1987.551699,중고,132.40547,282.40547,F,유지
C125500,남,30,33.866667,2,470,1188.600001,14,45.600001,39,72,308.113634,523,1306.200002,1614.313636,중고,102.57602,252.57602,F,유지
C125540,여,36,37,2,383,968.4,205,318.6,1,63.6,200.344628,589,1350.6,1550.944628,중고,73.032509,223.032509,F,유지
C125550,남,35,50.233333,1,534,1520.399999,67,115.2,15,39.600001,392.067572,616,1675.2,2067.267572,중고,162.944684,312.944684,F,이탈
C125560,남,47,24.666667,9,638,1612.8,48,195.600001,1,13.2,478.121696,687,1821.600001,2299.721697,중고,202.033979,352.033979,F,유지
C125580,여,45,35.433333,2,1021,1599,35,191.7,13,82.800001,296.419753,1069,1873.500001,2169.919754,중고,151.341959,301.341959,F,이탈
C125600,여,40,28.466667,1,576,1456.800001,9,52.800001,0,0,393.858343,585,1509.600002,1903.458345,중고,148.576072,298.576072,F,이탈
C125610,여,31,13.7,2,264,751.199999,175,291.899999,15,60.6,263.837082,454,1103.699998,1367.53708,중,79.151125,229.151125,F,유지
C125630,여,57,17.633333,0,681,1150.2,50,539.699999,0,0,522.876435,731,1689.899999,2212.776434,중고,198.030011,348.030011,F,유지
C125640,여,28,28.833333,0,334,947.4,92,158.7,24,43.8,194.88115,450,1149.9,1344.78115,중,58.464345,208.464345,F,유지
C125660,여,27,18.5,1,455,856.8,223,756,0,0,504.98321,678,1612.8,2117.78321,중고,183.099963,333.099963,F,이탈
C125670,남,28,48.066667,1,880,1321.800001,103,297.899999,2,24,305.319771,985,1643.7,1949.019771,중고,131.621251,281.621251,F,유지
C125760,남,34,41.433333,2,301,763.799999,178,322.200001,10,41,267.012284,489,1127,1394.012284,중,80.103685,230.103685,F,이탈
C125780,여,41,30.333333,1,377,955.2,377,584.7,5,41,456.832699,759,1580.9,2037.732699,중고,167.602042,317.602042,F,유지
C125800,남,43,35.6,2,745,1401.599999,31,132,14,93,426.43068,790,1626.599999,2053.030679,중고,167.638724,317.638724,F,유지
C125810,여,39,18,0,1054,1749.599999,10,31.499999,5,10.8,289.699159,1069,1791.899998,2081.599157,중고,145.401121,295.401121,F,유지
C125830,여,30,32.433333,1,440,828.6,237,678.6,11,30.499999,389.435457,688,1537.699999,1927.135456,중고,142.814233,292.814233,F,유지
C125850,여,65,49.933333,2,667,1125.600001,13,442.500001,30,54.600001,445.525712,710,1622.700003,2068.225715,중고,169.453191,319.453191,F,유지
C125860,남,54,15.3,4,924,1738.2,166,307.2,27,48,678.825854,1117,2093.4,2772.225854,고,285.408324,435.408324,F,이탈
C125870,남,31,41.733333,2,329,926.4,43,591,0,0,500.0182,372,1517.4,2017.4182,중고,175.564381,325.564381,F,이탈
C125910,여,67,40.866667,0,411,1042.2,136,213,12,49.8,304.452872,559,1305,1609.452872,중고,100.77862,250.77862,F,이탈
C125930,여,26,17.833333,0,463,1301.399999,73,337.200001,4,34,338.852721,540,1672.6,2011.452721,중고,143.671612,293.671612,F,유지
C125960,남,28,21.7,11,462,1172.399999,333,637.200001,5,55.799999,499.160661,800,1865.399999,2364.56066,중고,203.928324,353.928324,F,유지
C126000,여,33,34.633333,1,406,1030.800001,70,213.300001,16,56.4,350.75076,492,1300.500002,1651.250762,중고,114.233135,264.233135,F,유지
C126010,여,62,48.566667,0,281,713.4,51,547.800001,1,5,311.710795,333,1266.200001,1577.910796,중고,98.688152,248.688152,F,유지
C126020,여,66,20.433333,1,651,992.400001,228,510.900001,2,16,210.710335,881,1519.300002,1730.010337,중고,89.606368,239.606368,F,유지
C126030,여,30,34.433333,1,478,901.2,51,428.1,40,75,341.733857,569,1404.3,1746.033857,중고,119.290564,269.290564,F,이탈
C126040,여,33,47.966667,2,252,706.8,90,409.5,15,49.2,317.837903,357,1165.5,1483.337903,중,95.351371,245.351371,F,이탈
C126080,여,45,35.7,0,378,1056.600001,203,370.499999,22,66.600001,252.785919,603,1493.700001,1746.48592,중고,100.908518,250.908518,F,유지
C126100,남,32,28.133333,2,404,1128,8,33,15,24,385.334259,427,1185,1570.334259,중,115.600278,265.600278,F,유지
C126120,여,29,10.366667,0,497,1386,169,316.500001,3,54,248.153937,669,1756.500001,2004.653938,중고,124.227031,274.227031,F,이탈
C126130,남,29,38.233333,2,661,1100.400001,19,33,7,24,294.484483,687,1157.400001,1451.884484,중,88.345345,238.345345,F,유지
C126150,남,29,56.666667,0,242,616.2,194,383.7,2,11.4,232.490978,438,1011.3,1243.790978,중,69.747293,219.747293,F,유지
C126160,여,43,38.5,11,573,1113,17,127.500001,18,51.6,327.924875,608,1292.100001,1620.024876,중고,106.949156,256.949156,F,유지
C126180,여,55,54.633333,0,406,1126.8,75,227.4,6,17,252.023437,487,1371.2,1623.223437,중고,91.201313,241.201313,F,유지
C126190,남,26,15.833333,4,610,1554,261,610.5,0,0,615.67749,871,2164.5,2780.17749,고,267.551324,417.551324,F,이탈
C126200,여,30,19.033333,10,250,693,93,391.799999,2,32,316.704354,345,1116.799999,1433.504353,중,95.011306,245.011306,F,유지
C126210,남,27,24.066667,4,402,1024.8,104,375,18,55.8,263.460624,524,1455.6,1719.060624,중고,100.815813,250.815813,F,유지
C126220,남,42,51.4,0,291,807.599999,18,267.9,1,44.4,359.856096,310,1119.899999,1479.756095,중,107.956829,257.956829,F,유지
C126240,여,36,19,2,861,1434,12,423.899999,36,63.6,581.613368,909,1921.499999,2503.113367,중고,237.481493,387.481493,F,유지
C126290,남,29,40.6,1,356,984.599999,1,46.8,39,73.200001,195.836312,396,1104.6,1300.436312,중,58.750894,208.750894,F,이탈
C126300,여,33,53.033333,0,581,968.4,10,30.899999,4,47,316.164479,595,1046.299999,1362.464478,중,94.849344,244.849344,F,유지
C126320,남,31,26.266667,1,266,679.200001,56,518.099999,12,24.6,345.204744,334,1221.9,1567.104744,중,105.265085,255.265085,F,이탈
C126330,남,51,41.7,9,303,836.4,80,236.4,14,108.6,347.219543,397,1181.4,1528.619543,중,104.165863,254.165863,F,유지
C126340,남,63,26.166667,2,605,949.199999,247,505.800001,1,15.5,414.845521,853,1470.5,1885.345521,중고,146.708973,296.708973,F,이탈
C126370,여,44,18.533333,2,615,1192.8,363,615,3,7,514.900968,981,1814.8,2329.700968,중고,205.41454,355.41454,F,유지
C126410,여,32,17.566667,1,1005,1672.800001,54,176.099999,5,10.800001,308.788975,1064,1859.700001,2168.488976,중고,155.291697,305.291697,F,유지
C126440,남,26,47.4,1,528,1450.199999,59,153.600001,8,23.399999,255.107692,595,1627.199999,1882.307691,중고,116.928856,266.928856,F,유지
C126450,여,28,27.166667,2,987,1548.6,119,214.2,26,46.8,226.733211,1132,1809.6,2036.333211,중고,124.583809,274.583809,F,유지
C126460,여,34,46.3,0,407,1042.799999,47,235.799999,5,39.599999,246.54367,459,1318.199997,1564.743667,중고,84.548376,234.548376,F,이탈
C126470,남,48,29.833333,6,637,1204.8,45,85.2,67,148.2,301.895894,749,1438.2,1740.095894,중고,112.45594,262.45594,F,유지
C126480,여,28,33.466667,2,518,1323,183,293.099999,12,145.799999,205.851455,713,1761.899998,1967.751453,중고,110.946801,260.946801,F,유지
C126490,여,30,13.166667,2,622,1589.4,385,616.2,14,25,634.647804,1021,2230.6,2865.247804,고,278.641719,428.641719,F,이탈
C126510,여,32,34.8,6,754,2067.599999,80,222.9,39,78,432.439076,873,2368.499999,2800.939075,고,239.159269,389.159269,F,이탈
C127320,여,15,12.5,14,223,394.2,31,160.2,37,139.8,10.459089,291,694.2,704.659089,중,13.196854,118.196854,T,이탈
C127630,남,28,18.366667,1,717,1370.4,96,150.6,0,0,383.750088,813,1521,1904.750088,중고,145.635855,295.635855,F,이탈
C127780,여,51,11.7,2,421,799.8,79,260.4,7,31.2,336.804833,507,1091.4,1428.204833,중,101.04145,251.04145,F,이탈
C127800,남,47,10.133333,11,603,1570.200001,68,609.3,2,121.8,351.566117,673,2301.300001,2652.866118,고,198.106235,348.106235,F,이탈
C127820,남,41,47.333333,8,429,1117.8,18,42,15,29.400001,329.1402,462,1189.200001,1518.340201,중,98.74206,248.74206,F,유지
C127840,여,27,24.366667,1,289,753,11,549.899999,1,4.2,305.087903,301,1307.099999,1612.187902,중고,99.966303,249.966303,F,유지
C127850,여,29,57.433333,0,533,1017,332,867.3,5,25,389.824788,870,1909.3,2299.124788,중고,171.30308,321.30308,F,이탈
C127930,여,33,31.966667,1,362,951.600001,207,358.500001,58,109,271.660344,627,1419.100002,1690.760346,중고,99.799152,249.799152,F,이탈
C127950,남,63,54.033333,1,254,669,123,325.5,29,90.5,246.658609,406,1085,1331.658609,중,73.997583,223.997583,F,유지
C128010,남,35,55.6,2,518,976.2,21,75,0,0,324.992016,539,1051.2,1376.192016,중,97.497605,247.497605,F,이탈
C128030,남,49,16.666667,0,318,833.400001,117,407.400001,41,106.8,221.763848,476,1347.600002,1569.36385,중고,78.473188,228.473188,F,이탈
C128060,남,35,40.8,0,508,1332,40,237.6,37,63,190.942195,585,1632.6,1823.542195,중고,96.560068,246.560068,F,이탈
C128140,여,46,28.633333,11,306,804.600001,43,235.499999,5,10.800001,293.285969,354,1050.900001,1344.18597,중,87.985791,237.985791,F,유지
C128170,남,26,41.2,2,375,987,0,0,10,25.2,181.761973,385,1012.2,1193.961973,중,54.528592,204.528592,F,이탈
C128320,남,29,40.3,4,544,1041,22,57,12,48,196.609085,578,1146,1342.609085,중,58.982725,208.982725,F,유지
C128330,남,28,25.966667,0,766,2031.600001,252,583.8,31,110.399999,385.753065,1049,2725.8,3111.553065,고,248.876571,398.876571,F,이탈
C128370,여,33,36.533333,0,526,1007.4,49,636.6,33,67.199999,415.004254,608,1711.199999,2126.204253,중고,165.108695,315.108695,F,이탈
C128480,남,34,21.633333,1,318,847.800001,11,313.199999,24,94.199999,358.859945,353,1255.199999,1614.059944,중,112.282171,262.282171,F,유지
C128650,여,39,19.3,1,540,904.2,19,134.4,1,22.8,322.693847,560,1061.4,1384.093847,중,96.808154,246.808154,F,유지
C128680,남,27,13.3,6,1482,2846.399999,28,159.9,1,34.8,531.627752,1511,3041.099999,3572.727751,고,337.704699,487.704699,F,이탈
C128690,남,33,23.333333,2,203,545.400001,170,381,55,135,295.478151,428,1061.400001,1356.878152,중,88.643445,238.643445,F,유지
C128750,여,33,44.566667,1,407,783,114,226.8,12,22,230.886298,533,1031.8,1262.686298,중,69.265889,219.265889,F,유지
C128770,여,41,25.966667,0,408,1099.2,24,42,11,21,324.546633,443,1162.2,1486.746633,중,97.36399,247.36399,F,유지
C128780,남,48,15.933333,0,359,673.799999,109,237.3,66,105,216.965646,534,1016.099999,1233.065645,중,65.089694,215.089694,F,유지
C128840,남,52,42.533333,2,266,719.4,289,445.2,27,55.2,205.326901,582,1219.8,1425.126901,중,63.171941,213.171941,F,유지
C128910,남,39,50.6,2,571,1101,59,95.400001,13,59.400001,207.946867,643,1255.800002,1463.746869,중,67.620142,217.620142,F,유지
C128980,여,37,56.166667,1,309,838.800001,110,206.100001,6,12.499999,328.229326,425,1057.400001,1385.629327,중,98.468798,248.468798,F,유지
C129050,여,35,35.633333,1,282,769.8,57,404.100001,10,18,216.619524,349,1191.900001,1408.519525,중,64.985857,214.985857,F,유지
C129060,남,35,47.133333,2,302,824.4,9,394.8,21,37.8,201.005682,332,1257,1458.005682,중,65.020869,215.020869,F,유지
C129080,여,36,56.3,2,414,799.200001,178,365.699999,21,43.200001,357.12266,613,1208.100001,1565.222661,중,107.80972,257.80972,F,이탈
